Sample_Id	participant_repeated_measure_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample collection device or method [OBI_0003070]	Sample type [OBI_0100051]
SRR7055831	ID10_68 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055832	ID10_85 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055833	ID10_92 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055834	ID10_86 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055835	ID10_132 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055836	ID10_131 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055837	ID10_134 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055838	ID10_133 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055839	ID10_136 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055840	ID10_135 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055841	ID10_138 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055842	ID10_137 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055843	ID10_140 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055844	ID10_139 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055845	ID10_100 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055846	ID10_99 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055847	ID10_60 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055848	ID10_59 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055849	ID10_56 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055850	ID10_55 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055851	ID10_58 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055852	ID10_57 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055853	ID10_52 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055854	ID10_51 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055855	ID10_54 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055856	ID10_53 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055857	ID10_71 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055858	ID10_65 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055859	ID10_145 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055860	ID10_146 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055861	ID10_147 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055862	ID10_148 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055863	ID10_141 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055864	ID10_142 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055865	ID10_143 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055866	ID10_144 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055867	ID10_91 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055868	ID10_149 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055869	ID10_150 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055870	ID10_4 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055871	ID10_3 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055872	ID10_2 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055873	ID10_1 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055874	ID10_8 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055875	ID10_7 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055876	ID10_6 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055877	ID10_5 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055878	ID10_10 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055879	ID10_9 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055880	ID10_96 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055881	ID10_95 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055882	ID10_76 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055883	ID10_49 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055884	ID10_50 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055885	ID10_47 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055886	ID10_48 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055887	ID10_45 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055888	ID10_46 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055889	ID10_43 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055890	ID10_44 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055891	ID10_41 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055892	ID10_42 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055893	ID10_154 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055894	ID10_153 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055895	ID10_152 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055896	ID10_151 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055897	ID10_158 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055898	ID10_157 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055899	ID10_156 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055900	ID10_155 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055901	ID10_160 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055902	ID10_159 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055903	ID10_61 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055904	ID10_62 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055905	ID10_94 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055906	ID10_63 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055907	ID10_40 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055908	ID10_39 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055909	ID10_64 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055910	ID10_98 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055911	ID10_34 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055912	ID10_33 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055913	ID10_32 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055914	ID10_31 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055915	ID10_38 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055916	ID10_37 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055917	ID10_36 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055918	ID10_35 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055919	ID10_66 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055920	ID10_169 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055921	ID10_170 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055922	ID10_167 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055923	ID10_168 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055924	ID10_165 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055925	ID10_166 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055926	ID10_163 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055927	ID10_164 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055928	ID10_161 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055929	ID10_162 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055930	ID10_69 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055931	ID10_97 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055932	ID10_70 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055933	ID10_181 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055934	ID10_182 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055935	ID10_183 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055936	ID10_184 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055937	ID10_185 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055938	ID10_186 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055939	ID10_187 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055940	ID10_188 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055941	ID10_189 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055942	ID10_190 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055943	ID10_72 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055944	ID10_25 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055945	ID10_26 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055946	ID10_27 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055947	ID10_28 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055948	ID10_21 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055949	ID10_22 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055950	ID10_23 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055951	ID10_24 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055952	ID10_29 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055953	ID10_30 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055954	ID10_180 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055955	ID10_179 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055956	ID10_176 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055957	ID10_175 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055958	ID10_178 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055959	ID10_177 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055960	ID10_172 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055961	ID10_171 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055962	ID10_174 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055963	ID10_173 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055964	ID10_78 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055965	ID10_77 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055966	ID10_12 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055967	ID10_11 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055968	ID10_14 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055969	ID10_13 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055970	ID10_16 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055971	ID10_15 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055972	ID10_18 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055973	ID10_17 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055974	ID10_20 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055975	ID10_19 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055976	ID10_74 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055977	ID10_109 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055978	ID10_110 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055979	ID10_73 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055980	ID10_93 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055981	ID10_101 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055982	ID10_102 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055983	ID10_103 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055984	ID10_104 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055985	ID10_105 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055986	ID10_106 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055987	ID10_107 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055988	ID10_108 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055989	ID10_67 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7055990	ID10_118 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055991	ID10_117 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055992	ID10_116 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055993	ID10_115 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055994	ID10_114 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055995	ID10_113 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055996	ID10_112 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055997	ID10_111 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055998	ID10_83 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7055999	ID10_84 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056000	ID10_81 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056001	ID10_82 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056002	ID10_87 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056003	ID10_88 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056004	ID10_120 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056005	ID10_119 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056006	ID10_200 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056007	ID10_199 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056008	ID10_198 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056009	ID10_197 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056010	ID10_196 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056011	ID10_195 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056012	ID10_194 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056013	ID10_193 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056014	ID10_192 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056015	ID10_191 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056016	ID10_89 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056017	ID10_90 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056018	ID10_123 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056019	ID10_124 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056020	ID10_121 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056021	ID10_122 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056022	ID10_127 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056023	ID10_128 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056024	ID10_125 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056025	ID10_126 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056026	ID10_129 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056027	ID10_130 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056028	ID10_80 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056029	ID10_79 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056030	ID10_203 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056031	ID10_202 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056032	ID10_201 (Source)	ID10 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056620	ID11_195 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056621	ID11_196 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056622	ID11_197 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056623	ID11_198 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056624	ID11_191 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056625	ID11_192 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056626	ID11_193 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056627	ID11_194 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056628	ID11_218 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056629	ID11_217 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056630	ID11_216 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056631	ID11_215 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056632	ID11_199 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056633	ID11_200 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056634	ID11_212 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056635	ID11_211 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056636	ID11_85 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056637	ID11_119 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056638	ID11_120 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056639	ID11_115 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056640	ID11_116 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056641	ID11_117 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056642	ID11_118 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056643	ID11_111 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056644	ID11_112 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056645	ID11_113 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056646	ID11_114 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056647	ID11_82 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056648	ID11_81 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056649	ID11_220 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056650	ID11_88 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056651	ID11_219 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056652	ID11_77 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056653	ID11_78 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056654	ID11_75 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056655	ID11_76 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056656	ID11_73 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056657	ID11_74 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056658	ID11_71 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056659	ID11_72 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056660	ID11_86 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056661	ID11_79 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056662	ID11_80 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Stored in alcohol	Stool
SRR7056663	ID11_184 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056664	ID11_183 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056665	ID11_182 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056666	ID11_181 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056667	ID11_188 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056668	ID11_187 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
SRR7056669	ID11_186 (Source)	ID11 (Source)	Colon	Feces	Colon	V4	Frozen upon collection	Stool
